Manufacturer Part Number ,Manufacturer ,Digi-Key Part Number ,Customer Reference ,Quantity ,Unit Price ,Extended Price ,Description
918                      ,Adafruit     ,1528-1367-ND         ,                   ,1        ,7.11       ,7.11           ,STEPPER MOTOR PM GEARED UNI 12V
