Manufacturer Part Number,Manufacturer,Digi-Key Part Number,Customer Reference,Quantity,Unit Price,Extended Price,Description
SEN0257,DFRobot,1738-1377-ND,,1,22.22,22.22,GRAVITY: ANALOG WATER PRESSURE S
