Index ,Manufacturer Part Number ,Manufacturer Name       ,Description                      ,Quantity ,Digi-Key Part Number      ,Unit Price ,Extended Price ,Datasheet                                                                                              ,Reference Designator
    1 ,A000005                  ,Arduino                 ,ARDUINO NANO ATMEGA328 EVAL BRD  ,       1 ,1050-1001-ND              ,  28.63000 ,$28.63         ,https://media.digikey.com/pdf/Data%20Sheets/Arduino%20PDFs/A000005.pdf                                 ,U2
